,state,begin,end,poll_time,poll_date,week,day_of_week,pollster,mode,population,observations,clinton,trump,both,other,p_clinton,n_clinton,n_respondents
8,new york,2016-10-09,2016-10-16,7,2016-10-12,41,1,UPI/CVOTER,Internet,,404.0,59.0,38.0,97.0,4.0,0.6082474226804123,238.0,392.0
9,new york,2016-09-23,2016-10-13,20,2016-10-03,39,6,Ipsos/Reuters,Internet,,986.0,53.0,27.0,80.0,0.0,0.6625,523.0,789.0
10,new york,2016-09-19,2016-10-02,13,2016-09-25,38,5,UPI/CVOTER,Internet,,701.0,57.0,40.0,97.0,4.0,0.5876288659793815,400.0,680.0
11,new york,2016-09-21,2016-09-23,2,2016-09-22,38,2,NBC/WSJ/Marist,Live Phone,,676.0,57.0,33.0,90.0,8.0,0.6333333333333333,385.0,608.0
12,new york,2016-09-02,2016-09-22,20,2016-09-12,36,6,Ipsos/Reuters,Internet,,1113.0,53.0,34.0,87.0,0.0,0.6091954022988506,590.0,968.0
13,new york,2016-09-11,2016-09-15,4,2016-09-13,37,0,Siena,Live Phone,,600.0,51.0,30.0,81.0,12.0,0.6296296296296297,306.0,486.0
14,new york,2016-08-09,2016-09-01,23,2016-08-20,33,4,WashPost/SurveyMonkey,Internet,,1405.0,57.0,35.0,92.0,0.0,0.6195652173913043,801.0,1293.0
15,new york,2016-08-07,2016-08-10,3,2016-08-08,31,6,Siena,Live Phone,,717.0,57.0,27.0,84.0,3.0,0.6785714285714286,409.0,602.0
16,new york,2016-08-04,2016-08-08,4,2016-08-06,31,4,Gravis Marketing,IVR/Online,,1717.0,53.0,36.0,89.0,10.0,0.5955056179775281,910.0,1528.0
17,new york,2016-07-13,2016-07-17,4,2016-07-15,28,3,Quinnipiac,Live Phone,,1104.0,47.0,35.0,82.0,3.0,0.573170731707317,519.0,905.0
18,new york,2016-06-22,2016-06-28,6,2016-06-25,25,4,Siena,Live Phone,,803.0,54.0,31.0,85.0,0.0,0.6352941176470588,434.0,683.0
19,new york,2016-05-22,2016-05-26,4,2016-05-24,21,0,Siena,Live Phone,,825.0,52.0,31.0,83.0,0.0,0.6265060240963856,429.0,685.0
20,new york,2016-04-24,2016-04-27,3,2016-04-25,16,6,Siena,Live Phone,,802.0,56.0,30.0,86.0,0.0,0.6511627906976745,449.0,690.0
21,new york,2016-04-15,2016-04-17,2,2016-04-16,15,4,Emerson College Polling Society,Automated Phone,,1047.0,55.0,36.0,91.0,0.0,0.6043956043956044,576.0,953.0
22,new york,2016-04-07,2016-04-10,3,2016-04-08,14,3,PPP (D),IVR/Online,,1403.0,55.0,35.0,90.0,0.0,0.6111111111111112,772.0,1263.0
23,new york,2016-04-06,2016-04-10,4,2016-04-08,14,3,NBC/WSJ/Marist,Live Phone,,1987.0,61.0,32.0,93.0,0.0,0.6559139784946236,1212.0,1848.0
24,new york,2016-04-05,2016-04-10,5,2016-04-07,14,2,Baruch College/New York 1,Live Phone,,1306.0,51.0,35.0,86.0,0.0,0.5930232558139535,666.0,1123.0
25,new york,2016-04-06,2016-04-07,1,2016-04-06,14,1,Emerson College Polling Society,Automated Phone,,864.0,54.0,36.0,90.0,0.0,0.6,467.0,778.0
26,new york,2016-04-04,2016-04-07,3,2016-04-05,14,0,Fox News,Live Phone,,1403.0,53.0,37.0,90.0,2.0,0.5888888888888889,744.0,1263.0
0,new hampshire,2016-11-01,2016-11-07,6,2016-11-04,44,3,SurveyMonkey,Internet,,696.0,47.0,38.0,85.0,12.0,0.5529411764705883,327.0,592.0
1,new hampshire,2016-11-03,2016-11-06,3,2016-11-04,44,3,UNH/WMUR,Live Phone,,692.0,49.0,38.0,87.0,9.0,0.5632183908045977,339.0,602.0
2,new hampshire,2016-10-30,2016-11-06,7,2016-11-02,44,1,UPI/CVOTER,Internet,,310.0,49.0,43.0,92.0,8.0,0.532608695652174,152.0,285.0
3,new hampshire,2016-10-17,2016-11-06,20,2016-10-27,43,2,Ipsos/Reuters,Internet,,316.0,44.0,42.0,86.0,0.0,0.5116279069767442,139.0,272.0
4,new hampshire,2016-11-01,2016-11-02,1,2016-11-01,44,0,Gravis Marketing/Breitbart,IVR/Online,,1001.0,41.0,43.0,84.0,12.0,0.4880952380952381,410.0,841.0
5,new hampshire,2016-10-31,2016-11-02,2,2016-11-01,44,0,Suffolk/Boston Globe,Live Phone,,500.0,42.0,42.0,84.0,7.0,0.5,210.0,420.0
6,new hampshire,2016-10-31,2016-11-02,2,2016-11-01,44,0,ARG,Live Phone,,600.0,43.0,48.0,91.0,5.0,0.4725274725274725,258.0,546.0
7,new hampshire,2016-10-28,2016-11-02,5,2016-10-30,43,5,UMass Lowell/7 News,Live Phone,,695.0,44.0,44.0,88.0,8.0,0.5,306.0,612.0
8,new hampshire,2016-10-31,2016-11-01,1,2016-10-31,43,6,PPP (D-Center for American Progress Action Fund),IVR/Online,,781.0,48.0,43.0,91.0,0.0,0.5274725274725275,375.0,711.0
9,new hampshire,2016-10-29,2016-11-01,3,2016-10-30,43,5,MassINC/WBUR,Live Phone,,500.0,39.0,40.0,79.0,13.0,0.4936708860759494,195.0,395.0
10,new hampshire,2016-10-25,2016-10-31,6,2016-10-28,43,3,SurveyMonkey,Internet,,659.0,48.0,35.0,83.0,13.0,0.5783132530120482,316.0,547.0
11,new hampshire,2016-10-26,2016-10-30,4,2016-10-28,43,3,UNH/WMUR,Live Phone,,618.0,46.0,39.0,85.0,10.0,0.5411764705882353,284.0,525.0
12,new hampshire,2016-10-23,2016-10-29,6,2016-10-26,43,1,UPI/CVOTER,Internet,,307.0,50.0,47.0,97.0,4.0,0.5154639175257731,154.0,298.0
13,new hampshire,2016-10-22,2016-10-25,3,2016-10-23,42,5,Monmouth University,Live Phone,,401.0,46.0,42.0,88.0,9.0,0.5227272727272727,184.0,353.0
14,new hampshire,2016-10-20,2016-10-24,4,2016-10-22,42,4,NBC/WSJ/Marist,Live Phone,,768.0,47.0,39.0,86.0,12.0,0.5465116279069767,361.0,660.0
15,new hampshire,2016-10-18,2016-10-24,6,2016-10-21,42,3,SurveyMonkey,Internet,,779.0,49.0,37.0,86.0,12.0,0.5697674418604651,382.0,670.0
16,new hampshire,2016-10-17,2016-10-21,4,2016-10-19,42,1,UMass Amherst/WBZ-TV/YouGov,Internet,,772.0,43.0,38.0,81.0,16.0,0.5308641975308642,332.0,625.0
17,new hampshire,2016-10-11,2016-10-17,6,2016-10-14,41,3,UNH/WMUR,Live Phone,,755.0,49.0,34.0,83.0,15.0,0.5903614457831325,370.0,627.0
18,new hampshire,2016-10-09,2016-10-16,7,2016-10-12,41,1,UPI/CVOTER,Internet,,308.0,50.0,46.0,96.0,4.0,0.5208333333333334,154.0,296.0
19,new hampshire,2016-10-08,2016-10-16,8,2016-10-12,41,1,WashPost/SurveyMonkey,Internet,,569.0,50.0,43.0,93.0,0.0,0.5376344086021505,284.0,529.0
20,new hampshire,2016-09-23,2016-10-13,20,2016-10-03,39,6,Ipsos/Reuters,Internet,,282.0,46.0,42.0,88.0,0.0,0.5227272727272727,130.0,248.0
21,new hampshire,2016-10-10,2016-10-12,2,2016-10-11,41,0,MassINC/WBUR,Live Phone,,501.0,41.0,38.0,79.0,14.0,0.5189873417721519,205.0,396.0
22,new hampshire,2016-10-07,2016-10-11,4,2016-10-09,40,5,UMass Lowell/7 News,Live Phone,,517.0,45.0,39.0,84.0,13.0,0.5357142857142857,233.0,434.0
23,new hampshire,2016-10-03,2016-10-05,2,2016-10-04,40,0,Suffolk/Boston Globe,Live Phone,,500.0,44.0,42.0,86.0,6.0,0.5116279069767442,220.0,430.0
24,new hampshire,2016-09-29,2016-10-02,3,2016-09-30,39,3,GQR (Save the Children Action Network),Live Phone,,500.0,46.0,38.0,84.0,10.0,0.5476190476190477,230.0,420.0
25,new hampshire,2016-09-19,2016-10-02,13,2016-09-25,38,5,UPI/CVOTER,Internet,,491.0,48.0,48.0,96.0,4.0,0.5,236.0,471.0
26,new hampshire,2016-09-27,2016-09-29,2,2016-09-28,39,1,MassINC/WBUR,Live Phone,,502.0,42.0,35.0,77.0,17.0,0.5454545454545454,211.0,387.0
27,new hampshire,2016-09-25,2016-09-27,2,2016-09-26,38,6,GBA Strategies (D-End Citizens United),Live Phone,,600.0,43.0,37.0,80.0,16.0,0.5375,258.0,480.0
28,new hampshire,2016-09-20,2016-09-25,5,2016-09-22,38,2,ARG,Live Phone,,522.0,46.0,42.0,88.0,7.0,0.5227272727272727,240.0,459.0
29,new hampshire,2016-09-02,2016-09-22,20,2016-09-12,36,6,Ipsos/Reuters,Internet,,283.0,51.0,36.0,87.0,0.0,0.5862068965517241,144.0,246.0
30,new hampshire,2016-09-17,2016-09-20,3,2016-09-18,37,5,Monmouth University,Live Phone,,400.0,47.0,38.0,85.0,12.0,0.5529411764705883,188.0,340.0
31,new hampshire,2016-09-06,2016-09-08,2,2016-09-07,36,1,NBC/WSJ/Marist,Live Phone,,737.0,42.0,41.0,83.0,13.0,0.5060240963855421,310.0,612.0
32,new hampshire,2016-08-09,2016-09-01,23,2016-08-20,33,4,WashPost/SurveyMonkey,Internet,,1218.0,49.0,40.0,89.0,0.0,0.550561797752809,597.0,1084.0
33,new hampshire,2016-08-30,2016-08-31,1,2016-08-30,35,0,PPP (D- Constitutional Responsibility Project),IVR/Online,,585.0,46.0,41.0,87.0,0.0,0.5287356321839081,269.0,509.0
34,new hampshire,2016-08-26,2016-08-28,2,2016-08-27,34,4,PPP (D-NELP) ,IVR/Online,,977.0,46.0,40.0,86.0,0.0,0.5348837209302325,449.0,840.0
35,new hampshire,2016-08-20,2016-08-28,8,2016-08-24,34,1,UNH/WMUR,Live Phone,,433.0,45.0,36.0,81.0,14.0,0.5555555555555556,195.0,351.0
36,new hampshire,2016-08-10,2016-08-12,2,2016-08-11,32,2,CBS/YouGov,Internet,,990.0,45.0,36.0,81.0,11.0,0.5555555555555556,446.0,802.0
37,new hampshire,2016-08-07,2016-08-08,1,2016-08-07,31,5,Vox Populi (R-ESA Fund),IVR/Online,,820.0,41.0,31.0,72.0,14.0,0.5694444444444444,336.0,590.0
38,new hampshire,2016-07-29,2016-08-01,3,2016-07-30,30,4,MassINC/WBUR,Live Phone,,609.0,47.0,32.0,79.0,11.0,0.5949367088607594,286.0,481.0
39,new hampshire,2016-07-19,2016-07-21,2,2016-07-20,29,1,InsideSources/NH Journal,IVR/Live Phone,,1166.0,39.0,48.0,87.0,0.0,0.4482758620689655,455.0,1014.0
40,new hampshire,2016-07-09,2016-07-18,9,2016-07-13,28,1,UNH/WMUR,Live Phone,,532.0,39.0,37.0,76.0,18.0,0.5131578947368421,207.0,404.0
41,new hampshire,2016-06-24,2016-06-28,4,2016-06-26,25,5,ARG,Live Phone,,533.0,47.0,42.0,89.0,4.0,0.5280898876404494,251.0,474.0
42,new hampshire,2016-06-22,2016-06-23,1,2016-06-22,25,1,PPP (D-Americans United for Change/Constitutional Responsibility Project) ,IVR/Online,,578.0,43.0,39.0,82.0,0.0,0.524390243902439,249.0,474.0
43,new hampshire,2016-06-11,2016-06-20,9,2016-06-15,24,1,GQR (D-Democracy Corps/Women's Voices Women Vote),Live Phone,,300.0,44.0,43.0,87.0,9.0,0.5057471264367817,132.0,261.0
44,new hampshire,2016-05-25,2016-05-28,3,2016-05-26,21,2,Franklin Pierce/RKM/Boston Herald,Live Phone,,405.0,44.0,44.0,88.0,0.0,0.5,178.0,356.0
45,new hampshire,2016-05-12,2016-05-15,3,2016-05-13,19,3,MassINC/WBUR,Live Phone,,501.0,44.0,42.0,86.0,7.0,0.5116279069767442,220.0,431.0
46,new hampshire,2016-04-07,2016-04-17,10,2016-04-12,15,0,UNH/WMUR,Live Phone,,533.0,50.0,31.0,81.0,15.0,0.6172839506172839,266.0,432.0
47,new hampshire,2016-04-11,2016-04-16,5,2016-04-13,15,1,Dartmouth,Live Phone,,362.0,34.0,29.0,63.0,0.0,0.5396825396825397,123.0,228.0
0,california,2016-11-01,2016-11-07,6,2016-11-04,44,3,SurveyMonkey,Internet,,2712.0,56.0,31.0,87.0,11.0,0.6436781609195402,1519.0,2359.0
1,california,2016-11-04,2016-11-06,2,2016-11-05,44,4,Insights West,Internet,,401.0,54.0,32.0,86.0,7.0,0.627906976744186,217.0,345.0
2,california,2016-10-30,2016-11-06,7,2016-11-02,44,1,UPI/CVOTER,Internet,,507.0,58.0,37.0,95.0,5.0,0.6105263157894737,294.0,482.0
3,california,2016-10-17,2016-11-06,20,2016-10-27,43,2,Ipsos/Reuters,Internet,,1393.0,59.0,32.0,91.0,0.0,0.6483516483516484,822.0,1268.0
4,california,2016-10-28,2016-10-31,3,2016-10-29,43,4,SurveyUSA/KABC/SCNG,IVR/Online,,747.0,56.0,35.0,91.0,5.0,0.6153846153846154,418.0,680.0
5,california,2016-10-25,2016-10-31,6,2016-10-28,43,3,Field/UC Berkeley/YouGov,Internet,,1498.0,53.0,33.0,86.0,7.0,0.6162790697674418,794.0,1288.0
6,california,2016-10-25,2016-10-31,6,2016-10-28,43,3,SurveyMonkey,Internet,,2505.0,55.0,30.0,85.0,12.0,0.6470588235294118,1378.0,2129.0
7,california,2016-10-22,2016-10-30,8,2016-10-26,43,1,USC/LA Times,Live Phone,,1365.0,54.0,30.0,84.0,8.0,0.6428571428571429,737.0,1147.0
8,california,2016-10-23,2016-10-29,6,2016-10-26,43,1,UPI/CVOTER,Internet,,481.0,58.0,38.0,96.0,4.0,0.6041666666666666,279.0,462.0
9,california,2016-10-18,2016-10-24,6,2016-10-21,42,3,SurveyMonkey,Internet,,1923.0,54.0,31.0,85.0,13.0,0.6352941176470588,1038.0,1635.0
10,california,2016-10-14,2016-10-23,9,2016-10-18,42,0,PPIC,Live Phone,,1012.0,54.0,28.0,82.0,12.0,0.6585365853658537,546.0,830.0
11,california,2016-10-09,2016-10-16,7,2016-10-12,41,1,UPI/CVOTER,Internet,,483.0,58.0,37.0,95.0,4.0,0.6105263157894737,280.0,459.0
12,california,2016-10-13,2016-10-15,2,2016-10-14,41,3,SurveyUSA/KABC/SCNG,IVR/Online,,725.0,56.0,30.0,86.0,6.0,0.6511627906976745,406.0,624.0
13,california,2016-10-07,2016-10-13,6,2016-10-10,40,6,Sacramento State,Internet,,622.0,61.0,25.0,86.0,7.0,0.7093023255813954,379.0,535.0
14,california,2016-09-23,2016-10-13,20,2016-10-03,39,6,Ipsos/Reuters,Internet,,1196.0,66.0,22.0,88.0,0.0,0.75,789.0,1052.0
15,california,2016-09-19,2016-10-02,13,2016-09-25,38,5,UPI/CVOTER,Internet,,992.0,57.0,39.0,96.0,4.0,0.59375,565.0,952.0
16,california,2016-09-27,2016-09-28,1,2016-09-27,39,0,SurveyUSA/KABC/SCNG,IVR/Online,,732.0,59.0,33.0,92.0,5.0,0.6413043478260869,432.0,673.0
17,california,2016-09-02,2016-09-22,20,2016-09-12,36,6,Ipsos/Reuters,Internet,,1468.0,60.0,28.0,88.0,0.0,0.6818181818181818,881.0,1292.0
18,california,2016-09-09,2016-09-18,9,2016-09-13,37,0,PPIC,Live Phone,,1045.0,47.0,31.0,78.0,17.0,0.6025641025641025,491.0,815.0
19,california,2016-09-12,2016-09-14,2,2016-09-13,37,0,Insights West,Internet,,515.0,57.0,30.0,87.0,4.0,0.6551724137931034,294.0,448.0
20,california,2016-09-07,2016-09-13,6,2016-09-10,36,4,Field/UC Berkeley/YouGov,Internet,,1426.0,50.0,33.0,83.0,11.0,0.6024096385542169,713.0,1184.0
21,california,2016-09-08,2016-09-11,3,2016-09-09,36,3,SurveyUSA/KABC/SCNG,IVR/Online,,678.0,57.0,32.0,89.0,4.0,0.6404494382022472,386.0,603.0
22,california,2016-09-01,2016-09-08,7,2016-09-04,35,5,SurveyMonkey/LA Times,Internet,,4212.0,58.0,33.0,91.0,0.0,0.6373626373626373,2443.0,3833.0
23,california,2016-08-09,2016-09-01,23,2016-08-20,33,4,WashPost/SurveyMonkey,Internet,,2574.0,57.0,33.0,90.0,0.0,0.6333333333333333,1467.0,2317.0
24,california,2016-07-10,2016-07-19,9,2016-07-14,28,2,PPIC,Live Phone,,1056.0,46.0,30.0,76.0,15.0,0.6052631578947368,486.0,803.0
25,california,2016-06-08,2016-07-02,24,2016-06-20,24,6,Field,Live Phone,,956.0,58.0,28.0,86.0,0.0,0.6744186046511628,554.0,822.0
26,california,2016-06-09,2016-06-10,1,2016-06-09,23,2,SurveyMonkey/USC/LA Times,Live Phone,,1264.0,54.0,28.0,82.0,12.0,0.6585365853658537,683.0,1036.0
27,california,2016-05-31,2016-06-03,3,2016-06-01,22,1,CBS/YouGov,Internet,,1187.0,48.0,33.0,81.0,12.0,0.5925925925925926,570.0,961.0
28,california,2016-05-29,2016-05-31,2,2016-05-30,21,6,NBC/WSJ/Marist,Live Phone,,1833.0,55.0,31.0,86.0,8.0,0.6395348837209303,1008.0,1576.0
29,california,2016-05-26,2016-05-31,5,2016-05-28,21,4,Field,Live Phone,,1002.0,53.0,34.0,87.0,0.0,0.6091954022988506,531.0,872.0
30,california,2016-05-19,2016-05-31,12,2016-05-25,21,1,USC/LA Times,Live Phone,,1150.0,54.0,33.0,87.0,4.0,0.6206896551724138,621.0,1000.0
31,california,2016-05-19,2016-05-22,3,2016-05-20,20,3,SurveyUSA/KABC/SCNG,IVR/Online,,1383.0,52.0,38.0,90.0,0.0,0.5777777777777777,719.0,1245.0
32,california,2016-05-13,2016-05-22,9,2016-05-17,20,0,PPIC,Live Phone,,996.0,49.0,39.0,88.0,7.0,0.5568181818181818,488.0,876.0
33,california,2016-05-04,2016-05-16,12,2016-05-10,19,0,YouGov/Hoover Institution,Internet,,1196.0,45.0,33.0,78.0,12.0,0.5769230769230769,538.0,933.0
34,california,2016-04-27,2016-04-30,3,2016-04-28,17,2,SurveyUSA/KABC/SCNG,IVR/Online,,1683.0,56.0,34.0,90.0,0.0,0.6222222222222222,942.0,1515.0
36,california,2016-03-30,2016-04-03,4,2016-04-01,13,3,SurveyUSA,IVR/Online,,1507.0,60.0,26.0,86.0,0.0,0.6976744186046512,904.0,1296.0
0,florida,2016-11-01,2016-11-07,6,2016-11-04,44,3,SurveyMonkey,Internet,,4092.0,47.0,45.0,92.0,6.0,0.5108695652173914,1923.0,3765.0
1,florida,2016-11-05,2016-11-06,1,2016-11-05,44,4,Opinion Savvy,IVR/Online,,853.0,48.0,46.0,94.0,4.0,0.5106382978723404,409.0,802.0
2,florida,2016-11-03,2016-11-06,3,2016-11-04,44,3,Quinnipiac,Live Phone,,884.0,46.0,45.0,91.0,4.0,0.5054945054945055,407.0,804.0
3,florida,2016-10-30,2016-11-06,7,2016-11-02,44,1,UPI/CVOTER,Internet,,438.0,47.0,47.0,94.0,5.0,0.5,206.0,412.0
4,florida,2016-10-17,2016-11-06,20,2016-10-27,43,2,Ipsos/Reuters,Internet,,1274.0,48.0,47.0,95.0,0.0,0.5052631578947369,612.0,1210.0
5,florida,2016-11-02,2016-11-04,2,2016-11-03,44,2,CBS/YouGov,Internet,,1188.0,45.0,45.0,90.0,8.0,0.5,535.0,1069.0
6,florida,2016-11-01,2016-11-02,1,2016-11-01,44,0,Remington Research Group (R)/Axiom Strategies,IVR/Live Phone,,2352.0,45.0,48.0,93.0,4.0,0.4838709677419355,1058.0,2187.0
7,florida,2016-11-01,2016-11-02,1,2016-11-01,44,0,Opinion Savvy/Fox 13/Fox 35,IVR/Online,,603.0,49.0,45.0,94.0,4.0,0.5212765957446809,295.0,567.0
8,florida,2016-10-27,2016-11-01,5,2016-10-29,43,4,Quinnipiac,Live Phone,,626.0,46.0,45.0,91.0,5.0,0.5054945054945055,288.0,570.0
9,florida,2016-10-27,2016-11-01,5,2016-10-29,43,4,CNN,Live Phone,,773.0,49.0,47.0,96.0,5.0,0.5104166666666666,379.0,742.0
10,florida,2016-10-31,2016-10-31,0,2016-10-31,43,6,Gravis Marketing/One America News ,IVR/Online,,1995.0,51.0,49.0,100.0,0.0,0.51,1017.0,1995.0
11,florida,2016-10-25,2016-10-31,6,2016-10-28,43,3,SurveyMonkey,Internet,,2809.0,46.0,45.0,91.0,7.0,0.5054945054945055,1292.0,2556.0
12,florida,2016-10-30,2016-10-30,0,2016-10-30,43,5,Remington Research Group (R)/Axiom Strategies,IVR/Live Phone,,989.0,44.0,48.0,92.0,4.0,0.4782608695652174,435.0,910.0
13,florida,2016-10-25,2016-10-30,5,2016-10-27,43,2,TargetSmart/William & Mary,Live Phone/Online,,718.0,48.0,40.0,88.0,10.0,0.5454545454545454,345.0,632.0
14,florida,2016-10-23,2016-10-29,6,2016-10-26,43,1,UPI/CVOTER,Internet,,408.0,48.0,47.0,95.0,5.0,0.5052631578947369,196.0,388.0
15,florida,2016-10-25,2016-10-27,2,2016-10-26,43,1,NYT Upshot/Siena,Live Phone,,814.0,42.0,46.0,88.0,7.0,0.4772727272727273,342.0,716.0
16,florida,2016-10-25,2016-10-26,1,2016-10-25,43,0,Dixie Strategies (R),IVR/Live Phone,,698.0,42.0,46.0,88.0,5.0,0.4772727272727273,293.0,614.0
17,florida,2016-10-25,2016-10-26,1,2016-10-25,43,0,NBC/WSJ/Marist,Live Phone,,779.0,46.0,46.0,92.0,7.0,0.5,358.0,717.0
18,florida,2016-10-22,2016-10-26,4,2016-10-24,42,6,Saint Leo University,Internet,,1028.0,50.0,37.0,87.0,6.0,0.5747126436781609,514.0,894.0
19,florida,2016-10-20,2016-10-25,5,2016-10-22,42,4,UNF,Live Phone,,786.0,46.0,44.0,90.0,3.0,0.5111111111111111,362.0,707.0
20,florida,2016-10-21,2016-10-24,3,2016-10-22,42,4,Bloomberg/Selzer,Live Phone,,953.0,45.0,46.0,91.0,4.0,0.4945054945054945,429.0,867.0
21,florida,2016-10-20,2016-10-24,4,2016-10-22,42,4,SurveyUSA/Bay News 9/News 13,IVR/Online,,1251.0,48.0,45.0,93.0,6.0,0.5161290322580645,600.0,1163.0
22,florida,2016-10-18,2016-10-24,6,2016-10-21,42,3,SurveyMonkey,Internet,,2765.0,47.0,44.0,91.0,7.0,0.5164835164835165,1300.0,2516.0
23,florida,2016-10-20,2016-10-22,2,2016-10-21,42,3,Remington Research Group (R)/Axiom Strategies,IVR/Live Phone,,1646.0,46.0,46.0,92.0,4.0,0.5,757.0,1514.0
24,florida,2016-10-20,2016-10-21,1,2016-10-20,42,2,CBS/YouGov,Internet,,1042.0,46.0,43.0,89.0,7.0,0.5168539325842697,479.0,927.0
25,florida,2016-10-20,2016-10-20,0,2016-10-20,42,2,Opinion Savvy/Fox 13/Fox 35,IVR/Online,,538.0,49.0,45.0,94.0,5.0,0.5212765957446809,264.0,506.0
26,florida,2016-10-17,2016-10-18,1,2016-10-17,41,6,Lucid/The Times-Picayune,Internet,,892.0,45.0,39.0,84.0,8.0,0.5357142857142857,401.0,749.0
27,florida,2016-10-10,2016-10-16,6,2016-10-13,41,2,Quinnipiac,Live Phone,,660.0,48.0,44.0,92.0,6.0,0.5217391304347826,317.0,607.0
28,florida,2016-10-09,2016-10-16,7,2016-10-12,41,1,UPI/CVOTER,Internet,,401.0,49.0,46.0,95.0,5.0,0.5157894736842106,196.0,381.0
29,florida,2016-10-08,2016-10-16,8,2016-10-12,41,1,WashPost/SurveyMonkey,Internet,,1702.0,47.0,47.0,94.0,0.0,0.5,800.0,1600.0
30,florida,2016-10-12,2016-10-13,1,2016-10-12,41,1,PPP (D),IVR/Online,,985.0,46.0,42.0,88.0,6.0,0.5227272727272727,453.0,867.0
31,florida,2016-10-11,2016-10-13,2,2016-10-12,41,1,Gravis Marketing/Breitbart,IVR/Online,,1799.0,46.0,42.0,88.0,3.0,0.5227272727272727,828.0,1583.0
32,florida,2016-09-23,2016-10-13,20,2016-10-03,39,6,Ipsos/Reuters,Internet,,1799.0,48.0,42.0,90.0,0.0,0.5333333333333333,864.0,1619.0
33,florida,2016-10-10,2016-10-11,1,2016-10-10,40,6,Opinion Savvy,IVR/Online,,533.0,47.0,44.0,91.0,6.0,0.5164835164835165,251.0,485.0
34,florida,2016-10-05,2016-10-09,4,2016-10-07,40,3,Florida Atlantic University,IVR/Online,,500.0,49.0,43.0,92.0,1.0,0.532608695652174,245.0,460.0
35,florida,2016-10-03,2016-10-05,2,2016-10-04,40,0,NBC/WSJ/Marist,Live Phone,,700.0,46.0,44.0,90.0,7.0,0.5111111111111111,322.0,630.0
36,florida,2016-09-27,2016-10-04,7,2016-09-30,39,3,UNF,Live Phone,,661.0,47.0,40.0,87.0,4.0,0.5402298850574713,311.0,575.0
37,florida,2016-09-27,2016-10-02,5,2016-09-29,39,2,Quinnipiac,Live Phone,,545.0,46.0,41.0,87.0,7.0,0.5287356321839081,251.0,474.0
38,florida,2016-09-19,2016-10-02,13,2016-09-25,38,5,UPI/CVOTER,Internet,,785.0,46.0,47.0,93.0,5.0,0.4946236559139785,361.0,730.0
39,florida,2016-09-28,2016-09-29,1,2016-09-28,39,1,Opinion Savvy/Fox 13/Fox 35,IVR/Online,,619.0,47.0,46.0,93.0,6.0,0.5053763440860215,291.0,576.0
40,florida,2016-09-27,2016-09-29,2,2016-09-28,39,1,Mason-Dixon,Live Phone,,820.0,46.0,42.0,88.0,8.0,0.5227272727272727,377.0,722.0
41,florida,2016-09-27,2016-09-28,1,2016-09-27,39,0,PPP (D-Vote Vets Action Fund),IVR/Online,,826.0,45.0,43.0,88.0,4.0,0.5113636363636364,372.0,727.0
42,florida,2016-09-02,2016-09-22,20,2016-09-12,36,6,Ipsos/Reuters,Internet,,1167.0,49.0,45.0,94.0,0.0,0.5212765957446809,572.0,1097.0
43,florida,2016-09-19,2016-09-21,2,2016-09-20,38,0,Suffolk,Live Phone,,500.0,44.0,45.0,89.0,4.0,0.4943820224719101,220.0,445.0
44,florida,2016-09-15,2016-09-20,5,2016-09-17,37,4,Cherry (R-Florida Chamber of Commerce),Live Phone,,617.0,43.0,41.0,84.0,10.0,0.5119047619047619,265.0,518.0
45,florida,2016-09-16,2016-09-19,3,2016-09-17,37,4,Monmouth University,Live Phone,,400.0,46.0,41.0,87.0,8.0,0.5287356321839081,184.0,348.0
46,florida,2016-09-10,2016-09-16,6,2016-09-13,37,0,Saint Leo University,Internet,,475.0,49.0,44.0,93.0,8.0,0.5268817204301075,233.0,442.0
47,florida,2016-09-10,2016-09-14,4,2016-09-12,36,6,NYT Upshot/Siena,Live Phone,,867.0,43.0,43.0,86.0,3.0,0.5,373.0,746.0
48,florida,2016-09-07,2016-09-12,5,2016-09-09,36,3,CNN,Live Phone,,788.0,44.0,47.0,91.0,7.0,0.4835164835164835,347.0,717.0
49,florida,2016-09-07,2016-09-09,2,2016-09-08,36,2,CBS/YouGov,Internet,,1193.0,44.0,42.0,86.0,9.0,0.5116279069767442,525.0,1026.0
50,florida,2016-08-29,2016-09-07,9,2016-09-02,35,3,Quinnipiac,Live Phone,,761.0,47.0,47.0,94.0,2.0,0.5,358.0,715.0
51,florida,2016-09-04,2016-09-06,2,2016-09-05,35,6,PPP (D),IVR/Online,,744.0,43.0,44.0,87.0,7.0,0.4942528735632184,320.0,647.0
52,florida,2016-08-09,2016-09-01,23,2016-08-20,33,4,WashPost/SurveyMonkey,Internet,,3287.0,46.0,44.0,90.0,0.0,0.5111111111111111,1512.0,2958.0
53,florida,2016-08-18,2016-08-24,6,2016-08-21,33,5,ICITIZEN,Internet,,600.0,42.0,37.0,79.0,14.0,0.5316455696202531,252.0,474.0
54,florida,2016-08-17,2016-08-22,5,2016-08-19,33,3,Cherry (R-Florida Chamber of Commerce),Live Phone,,608.0,43.0,44.0,87.0,7.0,0.4942528735632184,261.0,529.0
55,florida,2016-08-14,2016-08-18,4,2016-08-16,33,0,Saint Leo University,Internet,,1380.0,52.0,38.0,90.0,10.0,0.5777777777777777,718.0,1242.0
